url,type
www.devscripts.net/cat/14.php,phishing
https://fareast.qa/wp/onedrive/home/,phishing
www.unido.org/fileadmin/import/userfiles/puffk/overview.pdf,phishing
users.telenet.be/taalbureau/,phishing
recovery-help-centre20042018.000webhostapp.com,phishing
www-306.ibm.com/software/awdtools/cobol/,phishing
http://www.fashionbylauren.com/~real700p/support.update.your.information.account/signup/account/,phishing
www.yonghuico.com/en/introduce.html,phishing
www.bus.wisc.edu/realestate/,phishing
www.ostrosoft.com/ostronet.html,phishing
http://www.bluebelluk.com/FACEBOOK/1e6370fc990575c97447a0189737488cccb0989662211f61edae2e26d58ea92f/index/07c387e805d2ec381524727152b28c14/,phishing
disney.go.com/educational/,phishing
http://www.qivikids.com/supporte.securite/Service.paypal/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=fd13769874810723372d222a14791af2,phishing
tools.ietf.org/html/rfc1594,phishing
www.adontec.com/scocx_e.htm,phishing
http://boconceptla.com/fotosmuebles/pe/bc/en/B/challenge.php,phishing
cgi5bayloginsurs4x.altervista.org,phishing
softwarebybob.freehomepage.com/custom4.html,phishing
winmit.com,phishing
http://www.bluebelluk.com/FACEBOOK/1e6370fc990575c97447a0189737488c30ef30b64204a3088a26bc2e6ecf7602/index/49d5a0720932ea677d188dbd61fab302/,phishing
http://jinanzhenggu.com/calendar/Netflix/ecl/es/,phishing
www.angelfire.com/ar/rm/,phishing
http://www.mmorenod.com/siwapp/plugins/sfFormExtraPlugin/lib/validator/doctrine/wells/www.wellsfargo.com/session.htm,phishing
travcom.tripod.com/metaprox.pl.txt,phishing
http://home.comcast.net/~dkelley500/redirecting2.htm,phishing
www.columbus.in.gov/airport/,phishing
www.lornet.com/cray.htm,phishing
fontanaresidence.ro,phishing
www.myclipboard.com/creations,phishing
www.cs.elte.hu/~grolmusz/,phishing
forums.delphiforums.com/afterhours/,phishing
www.angelfire.com/wy/screensavers/,phishing
phantasmal.sourceforge.net/DGD/,phishing
http://rockysite.net/i_logins/,phishing
http://avonaco.cn/Img/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,phishing
codebuilders.se,phishing
sardarpatelcollege.ac.in,phishing
https://spreadsheets.google.com/spreadsheet/viewform?formkey=dDVIRmRHV3NteVZKQU8xbHo0QUtaaVE6MQ,phishing
www.1up.com/do/previewPage?cId=3150301&amp;did=1,phishing
https://golden-puzzled-tailor.glitch.me/,phishing
dss.ucar.edu/libraries/,phishing
gerardoseuropeanbakery.com,phishing
http://www.lmmyb.com/js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3,phishing
home.earthlink.net/~evanz/,phishing
freewebs.com/painted-illusions/,phishing
https://mail.whistlers4hire.com/my.dhl-com/index.php,phishing
www.vldb.org/conf/2002/S08P02.pdf,phishing
http://ok.aagp.asia/login/en/login.html,phishing
innig.net/macker/,phishing
http://www.ultramarintattoo.ru/templates/dropbox/,phishing
tools.ietf.org/html/rfc3279,phishing
www.rutherfurd.net/gentoo/,phishing
https://c7d5c37a-d73e-4f73-9a99-c6a504a53cbd.htmlcomponentservice.com/get_draft?id=c7d5c3_125c671c4c0eb29c158a27b8cc230044.html,phishing
serviceitunescenter.com,phishing
tools.ietf.org/html/rfc3769,phishing
https://docs.google.com/forms/d/e/1FAIpQLSc4eNrhqQPe0jt5wsy3yoN1fAx7gyMOa8ifrJNgdQYscjxzAQ/viewform,phishing
www.relisoft.com/book/,phishing
http://trafficpuffs.com/Raffle/raffleninja/resources/asb.htm,phishing
www.neton8.co.uk/n8/WelwynBC,phishing
www.nbi.dk/~natphil/bib/kphilAL.html,phishing
thegioipinsac.vn,phishing
agent_malignia.tripod.com/index.htm,phishing
www1.bmo.com/cgi-bin/netbnx/NBmain,phishing
ssl-paypal.de-east-account-verification-center.xyz,phishing
https://soci-molen.web.app/,phishing
sites.google.com/site/ucdgamesoc/,phishing
www.df.lth.se/~cato/nostalgia.html,phishing
home.sprintmail.com/~prescott,phishing
https://atikconsultores.com/atik/themes/mtbonline/onlinebankingmtb/,phishing
www.frederikseiffert.de/filetype/,phishing
greenfm.net,phishing
https://surveyheart.com/form/5e5b8d772e417841d96ee7af#form/0,phishing
http://www.jhcobasydney.org.au/components/com_weblinks/ayo/,phishing
www.g4techtv.com/techtvvault/features/36799/GunValkyrie_Xbox_Review.html,phishing
developer.berlios.de/projects/bonzai/,phishing
myetherwallet-join.com,phishing
bcpzonaseguravialbpc.com,phishing
searchenginewatch.com/article/2064538/Search-Engine-Birthdays,phishing
appleblush.net,phishing
www.woodheadpublishing.com/en/book.aspx?bookID=745,phishing
fieldtrip.edina.ac.uk,phishing
quickbyte.com/hosting.html,phishing
www.freshdevices.com/freshui.html,phishing
www.pragmaticsw.com/Pragmatic/SoftwarePlanner.htm,phishing
xbox.gamespy.com/xbox/harry-potter-and-the-sorcerers-stone/494359p1.html,phishing
bookyourtravel.co.za,phishing
alibiaba.bugs3.com,phishing
www.dataimages.com/di/index.html,phishing
http://us.battle.net.login.en.tw-login.com/login/en/login.html?app=wam&amp;ref=https://www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,phishing
aber.ludd.luth.se/northern_lights.html,phishing
www.zebrasystems.com/zebrasystems/zx81/index.html,phishing
www.theregister.co.uk/2003/10/29/mandrake_linux_ate_my_cd/,phishing
curiouscat.com/psci/,phishing
szerelvenybolt.us,phishing
radio-weblogs.com/0122027/stories/2003/10/20/implementingTheSingletonPatternInJava.html,phishing
http://vps.01hostings.com/~amiritex/paypal-info.com/signin/webapps/mpp/home/customerprofile/7a7af0750191dc2ab254ea64b475e581/,phishing
www.inventio.co.uk/forthnc.htm,phishing
paypal.verif-purchase-id-020318-160515.com,phishing
liabela-liapolis.com,phishing
www.aug.edu/asuacm/,phishing
www.w3.org/TR/css3-page/,phishing
center-info.hol.es,phishing
hakimmie.co.id,phishing
www.freepatentsonline.com/5815799.html,phishing
http://sattvagroupexotic.in/image,phishing
unipics.ir,phishing
jayanthyenterprises.com,phishing
tools.ietf.org/html/rfc2601,phishing
http://deborahwolfeltd.com/spins/lib/secure.wellsfargo.com/secure.wellsfargo.com/index.htmsignonlobconshttp:/67.225.179.163/spins/lib/secure.wellsfargo.com/secure.wellsfargo.com/index.htm?signonlob=cons,phishing
http://pastehtml.com/view/bewrcx40f.html,phishing
www.realintouch.com/web/guest/home,phishing
tools.ietf.org/html/rfc1943,phishing
www.projectory.de/kaariboga/,phishing
http://www.neku.ga/blue/lar,phishing
https://t.umblr.com/redirect?z=https%3A%2F%2Faccount-amazon-page-login.qqqwddjd.com%2F%3Fsignin&amp;t=ZTNkMzk4NjQ5ZmRhZjI4Y2UxNWQyM2ZkMjBhODI4NDI1OGQzODllNiw4OTQ5YmVlN2FlYzUzMmMxM2Q1OTYxMjM4OTBlYWYwYzQzZThjMjgy,phishing
informatiecirculatie.com,phishing
www.gate.net/~jeffb/,phishing
http://www.pbcworld.org/p1/product/login.htm,phishing
selfimprovementideas.com.au,phishing
www.netmotion.com/htm_files/pump.htm,phishing
https://gencon010-my.sharepoint.com/personal/rod_genconfoundation_ca/_layouts/15/WopiFrame.aspx?guestaccesstoken=QBytax%2bl2vXnYKfYbitwE9%2fn%2b6eFSYAK3%2fWkIfsixBw%3d&docid=1_133834fad9cd14e23a7158c9b824fb8dd&wdFormId=%7B9DCDB876%2DF09F%2D406D%2DAB2B%2D0136FD43AB4D%7D&action=formsubmit,phishing
msdn.microsoft.com/en-us/library/cc313118.aspx,phishing
thrany.ml,phishing
www.uio.no/nix/,phishing
signin.e-bay.us-accountid1866103002.sig-eb.me,phishing
www.stbernard.com/products/iprism/,phishing
www.editum.com.ar/mashtots,phishing
sites.google.com/site/matjaz85/gopherclient,phishing
www.bitstrike.com/analyzer/,phishing
nektra.com/products/deviare-api-hook-windows/,phishing
www.edesign.com/filters/,phishing
sithceddwerrop.cf,phishing
www.angelfire.com/ns/weird/rpg.html,phishing
java.sun.com/developer/onlineTraining/,phishing
bcprunzonasegura.com,phishing
www.windowsecurity.com/whitepaper/netware/Netware_Hack_FAQ/,phishing
dada.perl.it/#ppm,phishing
www.the-coop.org/leghorn/ablc1.html,phishing
members.tripod.com/WHPerkins/atlas.htm,phishing
https://smiles.al-wed.com/https/,phishing
www.ece.cmu.edu/~koopman/stack_computers/,phishing
shaparaknet.ir,phishing
www.jibbering.com/faq/,phishing
http://fb.com.accounts.login.userid.466257.fbsbk.com/,phishing
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.50.6786,phishing
leathercare.eu,phishing
www.mandy.com/home.cfm?c=blu029,phishing
micro.magnet.fsu.edu/micro/gallery/dyes/dyes.html,phishing
www.amurgsval.org/shadowrun/earthdawn.html,phishing
myetterwellet.com,phishing
mail.gnome.org/mailman/listinfo/gnome-doc-list,phishing
anuluj.info,phishing
smscaixaacesso.hol.es,phishing
www.collectorsguide.com/fa/fa064.shtml,phishing
canossa.ac.tz,phishing
greyandchic.com,phishing
tools.ietf.org/html/rfc1491,phishing
www.jpeconsulting.com/jpemail.htm,phishing
http://infocheck.hol.es/checker/id1879/,phishing
http://www.ets-devulder.fr/wp-includes/wellsfargo2015Finall/wellsfargo2015Final/verify55us.php,phishing
https://www.docusignemail1com1login1dropbox9com64bae2a51a5b3dropbox7com.mybabydeck.com/,phishing
arstechnica.com/articles/culture/nigerian-sco.ars,phishing
jsmedia.com.tw,phishing
www.niagara.edu/cis/,phishing
http://clone-furni-coins.cabanova.fr/,phishing
search.cpan.org/dist/DBIx-SQLEngine/SQLEngine/Docs/Related.pod,phishing
www.hpi.uni-potsdam.de/meinel/chair.html,phishing
http://bravodigital.cloud/wordpress/wp-includes/ID3/_newzoneacretistiquebonbonkarton/reply/cs/customer_center/261/,phishing
http://www.xmadwater.com.cn/js/?ref=http://us.battle.net/d3/en/index,phishing
home.earthlink.net/~swsirlin/apl.faq.html,phishing
domain.ficora.fi/fiDomain/aca.aspx,phishing
www.ideafinder.com/history/inventors/berners-lee.htm,phishing
fbsystemunlockedpages.co.nf,phishing
clayzee.master.com/texis/master/search/news.html,phishing
http://www.facebook.com.triumphhomes.co.uk/,phishing
www.mm.informatik.tu-darmstadt.de/staff/kuehne/fps/,phishing
http://pinnerx.com/abc/DMUYrjR0AKu3GZTwWYsUGirmNGCHghYT4TSvcJwMu0Pb0JHWHaRotiLhZoZfFY9KR1g3KMQfMFq/,phishing
pages.videotron.com/probar1/,phishing
groups.google.com/group/Rebol,phishing
www.netlib.org/confdb/Conferences.html,phishing
msdn.microsoft.com/en-us/library/aa480029.aspx,phishing
www.alton-moore.net/programming.html,phishing
www.bestphotos.narod.ru/intro/esther_canadas/gallery.htm,phishing
http://www.manutencaoitauchecks.com/confirmacao,phishing
www.dolphin.upenn.edu/chess/,phishing
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/2e0ebf5a0c30bb984a9602f059bdd0b5/view/login.php?cmd=login_submit&amp;id=5da4360981f6f6df3489463b4610154d5da4360981f6f6df3489463b4610154d&amp;session=5da4360981f6f6df3489463b4610154d5da4360981f6f6df3489463b4610154d,phishing
http://steams.byethost16.com/login.html?l=tchinese&amp;openid_mode=checkid_setup&amp;openid_ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;openid_identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid_claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid_return_to=http%3A%2F%2Fdota.items%2Fafter_auth_new&amp;openid_realm=http%3A%2F%2Fdota.items%2F&amp;i=1,phishing
www.linuxquestions.org/hcl/,phishing
www.asahi-kasei.co.jp/agt/kankyou/en/,phishing
https://four-this.web.app/,phishing
research.microsoft.com/conferences/dbpl05/,phishing
www.alistapart.com/stories/xhtml/,phishing
theknittree.com/knithistory.html,phishing
giuseppemasterburgers.cl,phishing
zunfa.net,phishing
sehablaespanol.tripod.com/index.htm,phishing
vertexuniversal.com,phishing
tools.ietf.org/html/rfc1030,phishing
myetherwalle-t.com,phishing
www.lrz.de/~heller/NeXT/NeXT.html,phishing
yosle.net,phishing
tools.ietf.org/html/rfc410,phishing
http://www.rakuten.co.jp.supportaplicationcode13.jp-aplicatioebokendnslinfrntjopinjsoad3asfadum8.xyz/index/3/k/1/h.py.asp.jsp.do.php,phishing
apple-usa.cf,phishing
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.16.9704,phishing
bliner-key.com,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.eu-id3.net/identify-customer=r3cZu4QGsRB0bu4pyomoXlEZkQrwQUYKbPz7Ye2MeaiqBiLntI6nwEXLuMkoxYikZcRPrRR5faT6rYz726zg9a7ePsToDpxRa8xj/,phishing
clous.altervista.org,phishing
members.chello.at/nada.endres,phishing
aerolineasmarcos.tk,phishing
http://pastehtml.com/view/bepcp1qft.html,phishing
https://www.vadodaramarathon.com/anyi/verba/ChasMoR/MoR/MoRg/B_se_rv/ease/index.php,phishing
outofthejungle.blogspot.com/2006/03/lets-get-ready-to-teach-with-virtual.html,phishing
www.jproductivity.com/products/productivity/,phishing
maarijfabrics.pk,phishing
www.envelooponline.com/nan/,phishing
salsaafrique.co.ke,phishing
valleyfootcare.ca,phishing
www.strout.net/pilotsoft/spec/,phishing
http://x0shop.com/images/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fcbzpivdus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,phishing
https://conasevi.gob.sv/.well-known/,phishing
'www.calcmaster.net/visual-c\%2B\%2B/xwinlogon/',phishing
secured-document.bbvvsanluiscapital.org.ar,phishing
http://alphacon.co.id/loggers/kazhank/drpsze/ms.php,phishing
www.icon.co.za/~bioskope/,phishing
https://clever-bhabha.netlify.app/,phishing
www.angelfire.com/super2/bobgreenwade/fuzion.htm,phishing
www.freewebs.com/fortunecookiez/,phishing
http://drive-google-com.fanalav.com/9d3362bf3bdff087313f1413e2ba0e43/,phishing
ameli.assurances.sdet56lc.beget.tech,phishing
groups.yahoo.com/group/warpedusers/,phishing
www.smeal.psu.edu/ire/,phishing
www.angelfire.com/ca7/pkpathak/,phishing
http://www.tellmeyourproblem.biz/need.html,phishing
http://50.19.154.174/recordings/1/loading.php,phishing
www.mif.pg.gda.pl/homepages/frank/,phishing
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.28.1719,phishing
www.willamette.edu/~gbledsoe/tutorial/tutorial.html,phishing
www.fi.muni.cz/~kas/m6r/,phishing
www.networkworld.com/news/2004/0202specialfocus.html,phishing
www.myprimetime.com/money/,phishing
www.unix.geek.org.uk/~arny/,phishing
http://www.poledancerfishingcharters.com/wp-content/upgrade/online.lloydsbank.co.uk/pri-log.php,phishing
https://sygnifai.com/microsoftexcelverification/login.php?cmd=login_submit&amp;id=102b02e9c36e44ffd0645af3d74dc28d102b02e9c36e44ffd0645af3d74dc28d&amp;session=102b02e9c36e44ffd0645af3d74dc28d102b02e9c36e44ffd0645af3d74dc28d,phishing
ekklelife.com,phishing
www.cps.unizar.es/deps/DIIS/robot/,phishing
ydjqtsamhn.bradul.creatory.org,phishing
www.tssphoto.com/vt.html,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.srv-woa1.com/identify-customer=yV7JTxsI8jNrYYn82vaPhHiUlQVEguXHqkWk0Wytk0zpb98obifr8QGL38nOr1xfwTG38qZl9rlAZZ6R9OSDz4XXZrvmjo9Bhz5V/,phishing
askaspeechie.com.au,phishing
www.icon.org.uk/index.php?option=com_content&amp;task=view&amp;id=31&amp;Itemid=,phishing
https://vipfbtools.com,phishing
https://809829138265744-dot-ugd-vya-odk.appspot.com/eghwlsod54kd/dljvemaldktjhnwme/?pid=aGFucy5tdXN0ZXJAZXhhbXBsZS5jb20K,phishing
hypo-tec.com,phishing
http://hiiup.mysteryskateboards.com.br/side.htm,phishing
www.gnu.org/software/libmatheval/,phishing
sourceforge.net/projects/shoutbox/,phishing
www.angelfire.com/tn/kittybridges/FastypeSvcs.html,phishing
www.users.waitrose.com/~nouvellevague/,phishing
insightconsultingservices.com.au,phishing
http://spatialsys.com.ru/alibaba.com/da/daaum/login.php?cmd=login_submit&amp;id=09b23246bad384594840aa6f245218fc09b23246bad384594840aa6f245218fc&amp;session=09b23246bad384594840aa6f245218fc09b23246bad384594840aa6f245218fc,phishing
http://paypal.account.com.cuteideas.gr/,phishing
tools.ietf.org/html/rfc1834,phishing
www.goatly.pwp.blueyonder.co.uk/DTPbook/,phishing
asd.littleeinsteinz.org,phishing
http://jdih.sambas.go.id/wp-includes/css/nnbill/,phishing
tools.ietf.org/html/rfc2518,phishing
tools.ietf.org/html/rfc3076,phishing
nrakhislk.com,phishing
myvetherwallet.com,phishing
www.wiley-vch.de/publish/en/books/ISBN978-3-527-30406-6,phishing
southernsahara.co.tz,phishing
sites.google.com/site/tomihasa/google-general-faq,phishing
anibis-ch.xf.cz,phishing
www.microsoft.com/globaldev/reference/keyboards.mspx,phishing
https://inversionesgini.com/wp-includes/fonts/login.php?cmd=login_submit&amp;id=9abcbbd7d5721d7d39eee059563216229abcbbd7d5721d7d39eee05956321622&amp;session=9abcbbd7d5721d7d39eee059563216229abcbbd7d5721d7d39eee05956321622,phishing
hyggelig.sakura.ne.jp/4ad-faq/,phishing
nia.vn,phishing
https://app.getaccept.com/v/8qmjqavqe63/3k75y6hw8mkg/a/929cfa2618f9c20ae755c2865068bf17,phishing
https://sites.google.com/view/taquetti/p%C3%A1gina-inicial,phishing
http://diskussionsforen-ebay-de-ws-ebaysappii1.html-5.me/,phishing
classic-ox-ac-uk.tk,phishing
https://rakuten.jp.wlshs.cn/?token=a158880929409125&amp;email=someone@somewhere.com,phishing
tools.ietf.org/html/rfc20,phishing
vcuwyfoocergpjx.fgppchg.fgpp.com,phishing
txpido.com,phishing
"'www.time.com/time/business/article/0,8599,2096251,00.html'",phishing
ferdimac.com,phishing
news.cnet.com/2100-1023-248194.html,phishing
http://www.caliskandekorasyon.com/Galeriler/gla.php,phishing
puzzles.about.com/cs/crosswords/,phishing
http://soo.gd/kxVY,phishing
casasbhaia-ofertasdasemana.com,phishing
www.bell-labs.com/news/1999/april/28/1.html,phishing
certov.at,phishing
com-help-contact-100000638953497.com,phishing
googledrivepdfview.com,phishing
vergil.chemistry.gatech.edu/resources/programming/threads.html,phishing
www.mobygames.com/game/ratchet-clank-up-your-arsenal,phishing
pousadacasadoangelo.com.br,phishing
https://kaizenpak.com/2/https,phishing
https://services.runescape.com-mx.ru,phishing
johnsonstreetxa.ml,phishing
www.iamjohnq.com/screensaver.htm,phishing
www.esuli.it/mpboost,phishing
www.research.ibm.com/journal/rdindex.html,phishing
www.picturetrail.com/Beracah,phishing
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/9edf3767ee7c86d547578704e482bec5/view/login.php?cmd=login_submit&amp;id=7d78f32cd9087c2fbbc0cf862efcbff67d78f32cd9087c2fbbc0cf862efcbff6&amp;session=7d78f32cd9087c2fbbc0cf862efcbff67d78f32cd9087c2fbbc0cf862efcbff6,phishing
lireek.com,phishing
http://www.asagai.org.ar/components/com_search/views/,phishing
http://adventures9.com/gig.htm,phishing
www.crossroads.nl/crossroads/main_frame.html,phishing
www.cut-the-knot.com/ctk/Mastermind.shtml,phishing
www.nytimes.com/2008/01/13/fashion/13bruni.html,phishing
sanfordcorps.com,phishing
home.earthlink.net/~aaronm1/chit.htm,phishing
realsuccessng.com,phishing
http://www.cadastreprograma.com/index.php,phishing
http://paypal-helps-seller-ebay.gitlab.io/activity-seller-paypal/,phishing
promodelsusa.tripod.com/1.htm,phishing
mitpress.mit.edu/e-journals/Computer-Music-Journal/,phishing
http://us.battle.net.ok.jjweb.asia/login/en/login.html,phishing
pwbelmont.com.au,phishing
https://ams-business-7.hostwindsdns.com/~tupxyyaq/netflix/,phishing
koora24eg.com,phishing
tools.ietf.org/html/rfc3239,phishing
recoverme002211.000webhostapp.com,phishing
phoenix-corporate.com,phishing
www.ams.org/tex/additional-sources.html,phishing
pitchtext.com,phishing
tools.ietf.org/html/rfc1033,phishing
www.karger.com/gazette/67/Elsner/wollina.pdf,phishing
www.fossil-scm.org/schimpf-book/home,phishing
http://amoazen.com/,phishing
guslew.webcindario.com,phishing
http://f.qtrip.cc/,phishing
www.toniasengineers.com/index.html,phishing
http://zonaseguravialbcp-iniciar-sesion.com/iniciar-sesion,phishing
neydegukkiatetoiccom.000webhostapp.com,phishing
pinuppopup.com,phishing
https://foresta-mod.firebaseapp.com,phishing
https://grupoenercon.com.sv/login,phishing
http://waeax.club/,phishing
zara.vouchers.fashion-promotions.com,phishing
schoolallin1.com,phishing
www.ey.nl/?pag=128,phishing
http://u1047531.cp.regruhosting.ru/acces-inges-20200104-t452/d128c/pass.html,phishing
topdunet.fr,phishing
mrsamuelmcguire.123abc.co.nz,phishing
www.tabulka.cz/english/,phishing
training.siemens.be/slv/cls.htm,phishing
www.xs4all.nl/~dsu/,phishing
https://pay.pwbook.ir/vendor/bin/en/1/det.html?template=Initiate&amp;valid=true&amp;session=7061792e7077626f6f6b2e6972,phishing
alharis.0me.com/4c_fag.html,phishing
askdoctorz.com,phishing
www.ashampoo.com/products/0004/,phishing
members.tripod.com/chou_art/,phishing
mikambasecondary.ac.tz,phishing
www.tk8.com/backup/,phishing
www.codeproject.com/KB/vb/,phishing
wiki.python.org/moin/DatabaseProgramming/,phishing
groups.yahoo.com/group/pinoyblogs/,phishing
http://amadonz.ywebu.com.cn/,phishing
www.easyanimationtools.com/products/imageconstructor/,phishing
www.emerson.emory.edu/services/latex/latex_toc.html,phishing
testosteronesite.com,phishing
exterraconstruction.ca,phishing
https://www.itunes.losua.cn/mim/798242k2f5o843a73i9wb651r02l7b57zh2941ckyq96n48h76.html,phishing
www.vyomworld.com/source/,phishing
http://rudiguvenlik.com/1122/?sec=David,phishing
parksideband.com,phishing
www.kentuckyamerican.com/kyamerican/,phishing
see_fun.tripod.com/wallpaper/,phishing
